0.000000	12.411059	PHYCUV_F
0.236176	5.065979	BOAALB_F
0.802999	3.070290	BOALUN_F
5.278538	7.911902	BOALUN_F
9.352577	14.772821	BOALUN_F
10.120150	12.729897	BOAALB_F
16.059981	17.831303	BOAALB_F
16.792127	18.764198	BOALUN_F
19.555389	20.948828	BOAALB_F
19.909653	21.633739	BOALUN_F
22.708341	24.503280	BOAALB_F
23.062605	24.432427	BOALUN_F
26.853233	29.096907	BOALUN_F
28.459231	29.687347	BOAALB_F
30.561199	40.114526	BOAALB_F
30.998125	34.021180	BOALUN_F
35.509091	38.744704	BOALUN_F
40.893908	42.771508	BOALUN_F
40.893908	45.475726	BOAALB_F
43.420993	49.502530	BOALUN_F
46.243298	48.357075	BOAALB_F
48.546016	51.297469	BOAALB_M
51.391939	56.587816	BOALUN_F
59.008622	59.988753	BOALUN_F
