0.472352	3.731584	BOAALB_F
2.408997	3.731584	BOALUN_F
6.376757	8.596813	BOALUN_F
8.266167	11.289222	BOAALB_F
9.730459	11.053046	BOALUN_F
12.328397	13.887160	BOALUN_F
15.705717	17.429803	BOALUN_F
17.807685	19.035801	BOALUN_F
19.484536	20.807123	BOALUN_F
21.964386	23.180693	BOALUN_F
27.065792	31.198875	BOALUN_F
32.958388	34.139269	BOALUN_F
35.638987	37.386691	BOALUN_F
38.886410	40.008247	BOALUN_F
41.838612	43.184817	BOALUN_F
45.263167	46.455857	BOALUN_F
49.230927	50.955013	BOALUN_F
54.155201	58.063917	BOALUN_F
