0.000000	59.988753	BOAALB_M
0.129897	2.597938	PHYCUV_F
2.656982	3.660731	BOALUN_F
4.817994	6.754639	BOALUN_F
5.514714	27.408247	PHYCUV_F
7.817432	9.246298	BOALUN_F
11.112090	12.777132	BOALUN_F
14.477601	15.552202	BOALUN_F
17.689597	19.047610	BOALUN_F
24.574133	25.577882	BOALUN_F
27.597188	29.002436	BOALUN_F
29.581068	30.159700	PHYCUV_F
30.360450	31.316963	BOALUN_F
31.871977	32.922961	BOALUN_F
33.737769	35.591752	BOALUN_F
33.832240	59.540018	PHYCUV_F
36.902530	38.650234	BOALUN_F
40.303467	41.992127	BOALUN_F
43.196626	44.566447	BOALUN_F
46.455857	47.613120	BOALUN_F
49.585192	50.577132	BOALUN_F
51.887909	53.210496	BOALUN_F
54.851921	55.843861	BOALUN_F
56.965698	58.429990	BOALUN_F
