0.637676	2.338144	BOAALB_M
1.452484	3.330084	BOALUN_F
4.829803	6.116963	BOALUN_F
5.609185	6.329522	BOAALB_M
6.931771	10.521649	BOAALB_M
7.852858	9.435239	BOALUN_F
10.710590	12.281162	BOALUN_F
13.662793	27.160262	BOAALB_M
14.135145	16.048172	BOALUN_F
18.020243	19.838800	BOALUN_F
21.645548	22.767385	BOALUN_F
23.797669	40.291102	DENCRU_F
23.971884	25.766823	BOALUN_F
27.396438	28.742643	BOALUN_F
29.970759	32.179006	BOALUN_F
30.549390	34.316401	BOAALB_M
33.631490	35.143017	BOALUN_F
39.228866	42.417244	BOAALB_M
40.244423	41.614245	BOALUN_F
40.291102	41.940446	BOALUN_F
42.747891	46.373195	BOALUN_F
46.373195	47.046297	BOAALB_M
47.601312	53.541143	BOAALB_M
48.912089	49.502530	BOALUN_F
50.624367	54.733833	BOALUN_F
55.891096	56.658669	BOAALB_M
56.233551	59.622680	BOALUN_F
58.878725	60.083223	BOAALB_M
