1.464292	2.054733	BOAALB_M
5.207685	5.798126	BOAALB_F
7.415932	7.970946	BOAALB_M
11.064855	11.631677	BOAALB_M
13.615557	14.288660	BOAALB_F
16.485098	17.051921	BOAALB_F
17.854920	18.445361	BOAALB_M
21.917151	22.413121	BOAALB_M
26.310028	26.900468	BOAALB_F
26.310028	29.356701	BOAALB_M
31.269728	31.871977	BOAALB_M
34.174695	34.729709	BOAALB_F
36.194001	36.831677	BOAALB_M
38.862792	39.547703	BOAALB_M
40.291658	40.740393	BOAALB_F
43.066729	43.668978	BOAALB_F
45.629240	46.278725	BOAALB_M
48.191752	48.758575	BOAALB_F
50.860543	52.879849	BOAALB_M
54.320524	54.981818	BOAALB_F
57.532520	58.075726	BOAALB_F
