0.000000	1.275351	BOALUN_F
0.708529	3.448172	BOAALB_F
4.109466	6.093346	BOALUN_F
8.596813	10.108341	BOAALB_F
9.021931	10.769634	BOALUN_F
12.233927	13.650984	BOALUN_F
14.737394	18.894095	BOAALB_F
15.304217	17.524273	BOALUN_F
19.744330	21.586504	BOALUN_F
22.909091	24.515089	BOALUN_F
24.987441	29.380318	BOAALB_F
26.971321	29.380318	BOALUN_F
31.222493	33.725960	BOALUN_F
36.560075	41.047422	BOAALB_F
36.985192	38.921836	BOALUN_F
41.047422	41.897657	BOALUN_F
43.928772	45.251358	BOALUN_F
45.251358	48.368884	BOAALB_F
47.565885	49.030178	BOALUN_F
50.636176	52.289409	BOALUN_F
53.517525	54.981818	BOALUN_F
54.981818	58.760637	BOAALB_F
57.201874	58.760637	BOALUN_F
