0.000000	2.503468	BOALUN_F
4.534583	6.565698	BOALUN_F
5.939831	8.289784	BOAALB_F
9.269916	11.112090	BOALUN_F
13.025117	14.182380	BOALUN_F
16.024555	18.976757	BOALUN_F
18.693346	19.342830	BOAALB_F
20.063168	22.779194	BOALUN_F
25.365323	26.888659	BOALUN_F
26.156513	27.845173	BOAALB_F
29.522024	30.820993	BOALUN_F
32.285285	33.879475	BOALUN_F
33.371696	34.044798	BOAALB_F
35.367385	36.819868	BOALUN_F
38.709278	41.874039	BOALUN_F
38.780131	41.874039	BOAALB_F
43.456419	44.625492	BOALUN_F
46.396813	47.589503	BOALUN_F
48.923898	50.884161	BOALUN_F
51.781630	52.832614	BOALUN_F
53.127834	53.836363	BOAALB_F
55.135332	58.607122	BOALUN_F
