0.000000	0.711329	BOALUN_F
3.556645	5.074147	BOALUN_F
3.556645	4.315396	BOAALB_F
6.591650	7.800909	BOALUN_F
9.863763	10.883335	BOALUN_F
10.006029	11.689508	BOAALB_M
12.732791	13.799784	BOALUN_F
14.724512	15.791506	BOALUN_F
15.103888	16.882210	BOAALB_M
17.546117	18.281157	BOAALB_F
18.636822	20.106902	BOALUN_F
21.600693	23.213039	BOALUN_F
21.956358	25.631558	BOAALB_F
24.754252	25.939801	BOALUN_F
27.765545	28.761406	BOALUN_F
28.334609	29.425313	BOAALB_F
30.018087	31.203636	BOALUN_F
33.076802	34.262351	BOALUN_F
34.262351	34.807703	PHYCUV_F
35.542743	37.487043	BOALUN_F
36.965401	37.297355	PHYCUV_F
38.364349	39.099389	PHYCUV_F
39.478764	41.091110	BOALUN_F
41.660173	42.205526	PHYCUV_F
42.513768	43.912716	BOALUN_F
43.153964	45.074553	BOAALB_F
44.363224	45.074553	PHYCUV_F
45.406507	48.915730	BOALUN_F
47.493072	48.394089	PHYCUV_F
48.797175	49.769325	BOAALB_F
49.603348	50.124990	PHYCUV_F
50.575498	52.093000	BOALUN_F
51.595070	53.017728	PHYCUV_F
53.254837	55.910466	BOALUN_F
55.341403	56.550662	BOAALB_F
58.044453	59.443401	BOALUN_F
59.135158	60.154730	BOAALB_F
