3.734478	5.145280	BOALUN_F
7.611221	8.974602	BOALUN_F
8.861975	9.081301	PHYCUV_F
10.160150	13.260360	PHYCUV_F
12.282282	12.566814	BOALUN_F
13.888700	33.948181	PHYCUV_F
14.540752	15.489191	BOALUN_F
16.247942	16.959271	BOAALB_F
18.630894	20.367723	BOALUN_F
22.590626	23.284172	BOAALB_F
27.569930	28.868105	BOALUN_F
30.587151	31.535589	BOAALB_F
35.032957	35.436044	PHYCUV_F
37.990901	38.358421	PHYCUV_F
39.733657	40.172310	PHYCUV_F
40.213804	40.800651	BOAALB_F
42.656034	43.278447	BOAALB_F
43.325869	43.723028	PHYCUV_F
44.955998	46.669116	PHYCUV_F
45.465784	46.100052	BOAALB_F
46.752104	47.712398	BOALUN_F
47.659049	48.032496	PHYCUV_F
49.253611	49.621131	PHYCUV_F
50.421377	52.021867	PHYCUV_F
50.871885	51.962590	BOALUN_F
52.555364	52.911028	PHYCUV_F
53.438598	59.787210	PHYCUV_F
53.515658	54.268481	BOALUN_F
58.417901	59.105519	BOALUN_F
